testMod_trade1_EnemyActions[0].PlayerWounds.MinorWounds[0].WoundLog.LogText||You got a nasty bruise.
testMod_trade1_EnemyActions[0].PlayerWounds.MinorWounds[1].WoundLog.LogText||Your skin was pierced, causing a minor laceration.
testMod_trade1_EnemyActions[0].PlayerWounds.SeriousWounds[0].WoundLog.LogText||There's a deep gash across your leg... It's bleeding profusely!
testMod_trade1_EnemyActions[0].PlayerWounds.SeriousWounds[1].WoundLog.LogText||There's a deep gash across your leg... It's bleeding profusely!
testMod_trade1_EnemyActions[0].PlayerWounds.SeriousWounds[2].WoundLog.LogText||There's a deep gash across your arm... It's bleeding profusely!
testMod_trade1_EnemyActions[0].PlayerWounds.SeriousWounds[3].WoundLog.LogText||There's a deep gash across your arm... It's bleeding profusely!
testMod_trade1_EnemyActions[0].PlayerWounds.SeriousWounds[4].WoundLog.LogText||Your skin has been repeatedly pierced by the Boar's tusks, causing multiple lacerations.
testMod_trade1_EnemyActions[0].PlayerWounds.SeriousWounds[5].WoundLog.LogText||Your arm was badly hit, you think you might have a fracture.
testMod_trade1_EnemyActions[0].PlayerWounds.SeriousWounds[6].WoundLog.LogText||Your arm was badly hit, you think you might have a fracture.
testMod_trade1_EnemyActions[0].PlayerWounds.SeriousWounds[7].WoundLog.LogText||Your leg was badly hit, you think you might have a fracture.
testMod_trade1_EnemyActions[0].PlayerWounds.SeriousWounds[8].WoundLog.LogText||Your leg was badly hit, you think you might have a fracture.
testMod_trade1_EnemyActions[0].PlayerWounds.UnharmedResults[0].WoundLog.LogText||Fortunately, the attack wasn't enough to hurt you.
testMod_trade1_EnemyActions[0].SuccessLog.AlternateLogTexts[0]||A sudden sting of pain hits you...
testMod_trade1_EnemyActions[0].SuccessLog.AlternateLogTexts[1]||A jolt of sharp discomfort surges through you...
testMod_trade1_EnemyActions[0].SuccessLog.AlternateLogTexts[2]||You wince at a sudden burst of pain...
testMod_trade1_EnemyActions[0].SuccessLog.AlternateLogTexts[3]||An unexpected pang of agony jolts you...
testMod_trade1_EnemyActions[0].SuccessLog.AlternateLogTexts[4]||You grit your teeth against a flash of pain...
testMod_trade1_EnemyActions[0].SuccessLog.AlternateLogTexts[5]||A searing pain abruptly shoots through you...
testMod_trade1_EnemyActions[0].SuccessLog.AlternateLogTexts[6]||You are momentarily staggered by a sharp stab of pain...
testMod_trade1_EnemyActions[0].SuccessLog.AlternateLogTexts[7]||A piercing discomfort takes hold...
testMod_trade1_EnemyActions[0].SuccessLog.AlternateLogTexts[8]||You cringe as a harsh pain flares up...
testMod_trade1_EnemyActions[0].SuccessLog.AlternateLogTexts[9]||An intense twinge of pain momentarily takes your breath away...
testMod_trade1_EnemyActions[0].SuccessLog.LogText||You feel a sharp pain...
testMod_trade1_EnemyActions[1].ActionLog.LogText||It turns around and tries to escape...
testMod_trade1_EnemyActions[2].ActionLog.LogText||It turns around and tries to escape...
testMod_trade1_EnemyGettingCloseLog.LogText||The Boar charges at you!
testMod_trade1_EnemyName||The Boar
testMod_trade1_EnemyWinEffects.ResultLog.LogText||The Boar disappears into the foliage....
testMod_trade1_PlayerWinEffects.ResultLog.LogText||The Boar collapses to the ground.
testMod_trade1_Special1Effects.ResultLog.LogText||Boar runs away
testMod_trade1_TieEffects.ResultLog.LogText||The Boar disappears into the foliage....
COD_Gs_AirDropCount_GameName||Gs_AirDropCount
COD_Gs_AirDrop_AirDropCount_GameName||Gs_AirDrop_AirDropCount
COD_Gs_AirDrop_BrokenPortCount_GameName||Gs_AirDrop_BrokenPortCount
COD_Gs_AirDrop_DecayCityCount_GameName||Gs_AirDrop_DecayCityCount
COD_Gs_AirDrop_ModernStreetCount_GameName||Gs_AirDrop_ModernStreetCount
COD_Gs_AirDrop_SmallTownCount_GameName||Gs_AirDrop_SmallTownCount
COD_Gs_Antidote_Description||身体上绿色的纹路渐渐褪去..
COD_Gs_Antidote_GameName||血清
COD_Gs_Antidote_Statuses[3].GameName||解毒
COD_Gs_BloodHeart_BloodMist_ProducedZombieCount_GameName||Gs_BloodHeart_BloodMist_ProducedZombieCount
COD_Gs_BloodHeart_Macy_ExistCount_GameName||Gs_BloodHeart_Macy_ExistCount
COD_Gs_BloodHeart_PresenceCount_ModernStreet__GameName||Gs_BloodHeart_PresenceCount_ModernStreet
Cod_Gs_BloodPlage_BloodMist_Description||区域的血雾弥漫程度。
Cod_Gs_BloodPlage_BloodMist_GameName||血雾
Cod_Gs_BloodPlage_BloodMist_NotEnoughText||这个区域尚未被血雾弥漫。
T-ygeRe7E5AzvuX8Z9QEYVTkcEaOk=||空气隐约可见红色的颗粒
T-FW1j9ph64dfwZqgiD16mRkKVdQk=||鼻腔间充满了淡淡的血腥味
T-3HaU/nh5hlHWDw5PKmAeVug4h+s=||区域红雾弥漫
T-+yDawsFElN0MSZR9snRqtUdHle4=||视野所及一片猩红
T-rS3OUdp+x5qZwZh7eSjYoTDaSaQ=||猩红地狱
COD_Gs_Ruins_BloodPlague_Description||视野一片血色，在一切还来得及之前..
COD_Gs_Ruins_BloodPlague_GameName||血疫
COD_Gs_Ruins_BloodPlague_Statuses[0].Description||感觉自己开始发烧了..
COD_Gs_Ruins_BloodPlague_Statuses[0].GameName||轻度感染
COD_Gs_Ruins_BloodPlague_Statuses[1].Description||全身感觉没有力气..
COD_Gs_Ruins_BloodPlague_Statuses[1].GameName||中度感染
COD_Gs_Ruins_BloodPlague_Statuses[2].Description||咳咳咳...
COD_Gs_Ruins_BloodPlague_Statuses[2].GameName||高度感染
COD_Gs_Ruins_BloodPlague_Statuses[3].Description||身体在燃烧！
COD_Gs_Ruins_BloodPlague_Statuses[3].GameName||重度感染
COD_Gs_Ruins_BloodPlague_Statuses[4].Description||僵尸化
Cod_Gs_BloodPlage_BloodProtein_GameName||猩红素
Cod_Gs_BloodPlage_BloodProtein_Statuses[0].Description||皮肤表面有些浅红色的纹路
Cod_Gs_BloodPlage_BloodProtein_Statuses[0].GameName||猩红
Cod_Gs_BloodPlage_BloodProtein_Statuses[1].Description||身体表面纹路遍布
Cod_Gs_BloodPlage_BloodProtein_Statuses[1].GameName||猩红素
Cod_Gs_BloodPlage_BloodProtein_Statuses[2].Description||密集纹路伴随着高温..
Cod_Gs_BloodPlage_BloodProtein_Statuses[2].GameName||猩红素
Cod_Gs_BloodPlage_BloodProtein_Statuses[3].Description||通明红色在体表流淌
Cod_Gs_BloodPlage_BloodProtein_Statuses[3].GameName||猩红素
COD_Gs_Civilization_ElectricalPower_GameName||区域电力
COD_Gs_Civilization_ElectricalPower_NotEnoughText||地区没有足够的电力。
Cod_Gs_Civilization_Infected_Port_GameName||Gs_Civilization_Infected_Port
Cod_Gs_Civilization_Infected_Port_NotEnoughText||港口尚未被感染。
Cod_Gs_Civilization_Infected_Port_PortBeach_GameName||Gs_Civilization_Infected_Port_PortBeach
Cod_Gs_Civilization_Infected_Port_PortBeach_NotEnoughText||海峡尚未被感染。
COD_Gs_Eleven_ExplorationCount_GameName||Gs_Eleven_ExplorationCount
COD_Gs_ExerciseDegree_Description||自我塑造的过程。
COD_Gs_ExerciseDegree_GameName||锻炼程度
COD_Gs_ExerciseDegree_Statuses[0].GameName||锻炼适度
COD_Gs_ExerciseDegree_Statuses[1].GameName||局部酸痛
COD_Gs_ExerciseDegree_Statuses[2].GameName||锻炼过度
COD_Gs_ExerciseDegree_Statuses[3].GameName||肌肉拉伤
Cod_Gs_InfectedPlant_Giant_FirstGenerationCount_Port_GameName||Gs_InfectedPlant_Giant_FirstGenerationCount_Port
Cod_Gs_InfectedPlant_Giant_FirstGenerationCount_Port_PortBeach_GameName||Gs_InfectedPlant_Giant_FirstGenerationCount_Port_PortBeach
Cod_Gs_InfectedPlant_Giant_FirstGenerationCount_Port_Sanitisation_GameName||Gs_InfectedPlant_Giant_FirstGenerationCount_Port_Sanitisation
Cod_Gs_InfectedPlant_Giant_PreservationCount_Port_GameName||Gs_InfectedPlant_Giant_PreservationCount_Port
Cod_Gs_InfectedPlant_Giant_PreservationCount_Port_PortBeach_GameName||Gs_InfectedPlant_Giant_PreservationCount_Port_PortBeach
T-yX2HvYtHFl2+Kpne/G30Broza0o=||Gs_InfectedPlant_Giant_ReprovisionCount_Port
T-p50OgTfuUi7BtakxFJvNL3zLFkM=||血疫增生
T-K1RU18WVIm54raI8f3fRCsS4Lok=||Gs_InfectedPlant_Giant_ReprovisionCount_Port_PortBeach
Cod_Gs_InfectedPlant_Intensity_GameName||Gs_InfectedPlant_Intensity
Cod_Gs_InfectedPlant_Intensity_NotEnoughText||猩红植株还未蔓延这片区域。
T-6vQUNYwdREN/P3WaubNsPfFyOQc=||自然增生
T-labKgoq2wvw4759oWqlPjlsB/k0=||区域蔓延
COD_Gs_Pharmacy_ExplorationCount_GameName||Gs_Pharmacy_ExplorationCount
Cod_Gs_Map_Port_ContainerArea_OpenCount_GameName||Gs_Map_Port_ContainerArea_OpenCount
Cod_Gs_Map_Port_ContainerArea_OpenCount_NotEnoughText||前方区域被集装箱挡住了。
COD_Gs_SeaKing_ExplorationCount_GameName||Gs_SeaKing_ExplorationCount
Cod_Gs_MobileCorpse_PreservationCount_DecayCity_GameName||Gs_MobileCorpse_PreservationCount_DecayCity
Cod_Gs_MobileCorpse_PreservationCount_ModernStreet_GameName||Gs_MobileCorpse_PreservationCount_ModernStreet
Cod_Gs_MobileCorpse_PreservationCount_Port_GameName||Gs_MobileCorpse_PreservationCount_Port
Cod_Gs_MobileCorpse_PreservationCount_SmallTown_GameName||Gs_MobileCorpse_PreservationCount_SmallTown
T-AuAmczuDi1fRjnsUuxOuSbw7h6M=||Gs_MobileCorpse_ReFreshCount_DecayCity
T-icZqh0zylRQSnxdy7bvWeHIOn2A=||城市生态
T-weVvX8bLiBRg5oACUVa4JmnPahE=||Gs_MobileCorpse_ReFreshCount_ModernStreet
T-88VBpaUYtlXvQLAdPfW2JkcoZhc=||Gs_MobileCorpse_ReFreshCount_Port
COD_Gs_NoiseFactor_Description||各类生物在该地区的活跃程度。
COD_Gs_NoiseFactor_GameName||区域热度
T-OJ9Sjl4Bulkez32+m8s9J69aQvE=||区域苏醒
T-l6StZPh92LtnuzVCiWVIKJUwunQ=||区域起温
T-AfAt3wadLkD63pKazYrKUkdMxRU=||区域活跃
T-TBhCXjq7T+M3WInS9gHYYMqzMuo=||群魔乱舞
T-JDiMAJq8fAZh+UaH3GM6PLw2KGs=||世界舞台
COD_Gs_NoiseLevel_Description||区域内的产生的声音程度。
COD_Gs_NoiseLevel_GameName||噪声系数
COD_Gs_NoiseLevel_Statuses[0].GameName||轻微噪声
COD_Gs_NoiseLevel_Statuses[1].GameName||局部噪声
COD_Gs_NoiseLevel_Statuses[2].GameName||巨大噪声
COD_Gs_NoiseLevel_Statuses[3].GameName||地区重音
COD_Gs_Noise_FilthyZombie_AttackCount_GameName||Gs_Noise_FilthyZombie_AttackCount
COD_Gs_Noise_GiantBusterZombie_AttackCount_GameName||Gs_Noise_GiantBusterZombie_AttackCount
COD_Gs_Ruins_NoiseGeneratingBehaviorCount_GameName||Gs_Noise_NoiseGeneratingBehaviorCount
COD_Gs_Noise_OrdinaryZombie_AttackCount_GameName||Noise_OrdinaryZombie_AttackCount
COD_Gs_Noise_PetrifiedZombie_AttackCount_GameName||Gs_Noise_PetrifiedZombie_AttackCount
COD_Gs_Noise_ScreamingZombies_AttackCount._GameName||Gs_Noise_ScreamingZombies_AttackCount
COD_Gs_Noise_SharpClawZombies_AttackCount_GameName||Gs_Noise_SharpClawZombies_AttackCount
COD_Gs_Noise_SwiftZombie_AttackCount_GameName||Gs_Noise_SwiftZombie_AttackCount
COD_Gs_Noise_ZombieProducedCount_GameName||Gs_Noise_ZombieProducedCount
T-fjkh0/Lf+Z5Y3aMFjkj8bpzxaS0=||Gs_Noise_ZombieProducedCount
T-1QXzGZxHwke+lqKM8D2l9A5sp7o=||Gs_Noise_ZombieProducedCount_ReCount
COD_Gs_FatGeorge_PresenceCount_GameName||Gs_Npc_FatGeorge_PresenceCount
COD_Gs_FatGeorge_PresenceCount_NotEnoughText||肥乔不在场景中。
COD_Gs_Garvin_PresenceCount_GameName||Gs_Garvin_PresenceCount
COD_Gs_Garvin_PresenceCount_NotEnoughText||加文不在场景中。
COD_Gs_Npc_Negan_PresenceCount_GameName||Gs_Npc_Negan_PresenceCount
COD_Gs_Npc_Negan_PresenceCount_NotEnoughText||尼根不在场景中。
COD_Gs_Npc_Ron_PresenceCount_GameName||Gs_Npc_Ron_PresenceCount
COD_Gs_Npc_Ron_PresenceCount_NotEnoughText||罗恩不在场景中。
COD_Gs_Npc_SlotMachine_PresenceCount_GameName||Gs_Npc_SlotMachine_PresenceCount
COD_Gs_Npc_SlotMachine_PresenceCount_NotEnoughText||老虎机不在场景中。
COD_Gs_VendingMachines_PresenceCount_GameName||Gs_VendingMachines_PresenceCount
COD_Gs_VendingMachines_PresenceCount_NotEnoughtTest||自动贩卖机不在场景中。
Cod_Gs_Plot_Base_FirstEntryCount_GameName||Gs_Plot_Base_FirstEntryCount
COD_Gs_Rains_BodyStrength_Description||身体各项的综合素质。
COD_Gs_Rains_BodyStrength_GameNamy||身体强度
COD_Gs_Rains_BodyStrength_Statuses[0].GameName||小有所成
COD_Gs_Rains_BodyStrength_Statuses[1].GameName||强健体魄
COD_Gs_Rains_BodyStrength_Statuses[2].GameName||身形皆具
COD_Gs_Rains_BodyStrength_Statuses[3].GameName||奥林匹克
COD_Gs_Ruins_DisasterBeason_StartJourneyCounter_GameName||DisasterBeason_ToShipCounter
COD_Gs_Ruins_GoldCoins_GameName||金币
COD_Gs_Ruins_MapCount_GameName||Ruins_MapCount
Cod_Gs_Ruins_MapCount_DecayCity_GameName||Gs_Ruins_MapCount_DecayCity
COD_Gs_Ruins_MapCount_OutSide_GameName||Gs_Ruins_MapCount_OutSide
COD_Gs_Ruins_Skill_Locksmithing_Description||对于各类锁具解法的技术程度。
COD_Gs_Ruins_Skill_Locksmithing_GameName||开锁
COD_Gs_Ruins_Skill_Locksmithing_NotEnoughText||需要更高的开锁技能
Cod_Gs_Ruins_Visibility_GameDescription||地区的可视程度。
Cod_Gs_Ruins_Visibility_GameName||能见度
Cod_Gs_Ruins_Visibility_NotEnoughText||附近的能见度太低了..
COD_Gs_Ruins_ZombieInfectivity_Description||在一切还来得及之前..
COD_Gs_Ruins_ZombieInfectivity_GameName||感染度
COD_Gs_Ruins_ZombieInfectivity_Statuses[0].Description||感觉自己开始发烧了..
COD_Gs_Ruins_ZombieInfectivity_Statuses[0].GameName||轻度感染
COD_Gs_Ruins_ZombieInfectivity_Statuses[1].Description||全身感觉没有力气..
COD_Gs_Ruins_ZombieInfectivity_Statuses[1].GameName||中度感染
COD_Gs_Ruins_ZombieInfectivity_Statuses[2].Description||咳咳咳...
COD_Gs_Ruins_ZombieInfectivity_Statuses[2].GameName||高度感染
COD_Gs_Ruins_ZombieInfectivity_Statuses[3].Description||前面一片血色..
COD_Gs_Ruins_ZombieInfectivity_Statuses[3].GameName||重度感染
COD_Gs_Ruins_ZombieInfectivity_Statuses[4].Description||僵尸化
Cod_Gs_Skill_SurvivalKnowledge_Description||对野外求生相关知识的掌握程度。
Cod_Gs_Skill_SurvivalKnowledge_GameName||求生知识
COD_Gs_SpecialEvent_BigBen_BeatTimeCount_GameName||Gs_SpecialEvent_BigBen_BeatTimeCount
Cod_Gs_SpecialEvent_Foggy_DecayCount_GameName||Gs_SpecialEvent_Foggy_DecayCity_Count
Cod_Gs_SpecialEvent_Foggy_DecayCity_Count_GameName||迷雾蔓延
Cod_Gs_SpecialEvent_Foggy_DecayCity_PersistentCount_GameName||Gs_SpecialEvent_Foggy_DecayCity_PersistentCount
Cod_Gs_SpecialEvent_Foggy_DecayCity_PersistentCount_NotEnoughText||迷雾逐渐退散了..
Cod_Gs_SpecialEvent_Foggy_DegreeFog_Description||地区的迷雾程度。
T-0d8shGhp00B2LqNaJrFa8N/gjWE=||迷雾
T-ydOn8+3LV/pGavUX43BTyYvy59I=||迷雾弥漫
Cod_Gs_SpecialEvent_Foggy_PortBeach_PresenceCount_GameName||Gs_SpecialEvent_Foggy_PortBeach_PresenceCount
Cod_Gs_SpecialEvent_Foggy_PortBeach_PresenceCount_NotEnoughText||海雾尚未蔓延至该地区。
Cod_Gs_SpecialEvent_Foggy_Port_Count_GameName||Gs_SpecialEvent_Foggy_Port_Count
Cod_Gs_SpecialEvent_Foggy_Port_PersistentCount_GameName||Gs_SpecialEvent_Foggy_Port_PersistentCount
Cod_Gs_SpecialEvent_Foggy_Port_PersistentCount_NotEnoughText||迷雾逐渐退散了..
Cod_Gs_SpecialEvent_Foggy_Port_PresenceCount_GameName||Gs_SpecialEvent_Foggy_Port_PresenceCount
Cod_Gs_SpecialEvent_Foggy_Port_PresenceCount_NotEnoughText||海雾尚未蔓延至该地区。
Cod_Gs_SpecialWeapon_UnLock_IncendiaryBottle_GameName||Gs_SpecialWeapon_UnLock_IncendiaryBottle
Cod_Gs_SpecialWeapon_UnLock_IncendiaryBottle_NotEnoughText||需要更高燃烧瓶制作熟练度
Gs_StartingItem_HumanNecklace_GameName||StartingItem_HumanNecklace
COD_Gs_Vultures_FlyDownCount_GameName||Vultures_FlyDownCount
COD_Gs_Vultures_FlyDownCount_RestrictionsCounter_GameName||Vultures_FlyDownCount
COD_Gs_ZombiePresenceCounter_GameName||Gs_ZombiePresenceCounter
Cod_Gs_ZombieSiegeBattle_AerialBombardmentCount_GameName||Gs_ZombieSiegeBattle_AerialBombardmentCount
